query_id	doc_id	relevance
004-000	8115561	2
004-000	8184432	0
004-000	8134268	0
004-000	8124281	2
004-000	8106241	2
004-000	8184260	2
004-000	8045353	1
004-000	8106389	2
004-000	8045369	2
004-000	8118781	2
004-001	8126799	0
004-001	8117126	1
004-001	8130680	1
004-001	8035999	1
004-001	8183328	1
004-001	8121283	0
004-001	8118264	0
004-001	8044957	1
004-001	8106122	1
004-001	8045322	1
004-001	8105705	1
004-001	8130253	1
004-001	8145865	2
004-001	8111379	1
004-001	8130574	1
004-001	8140737	1
004-001	8135951	0
004-001	8116999	0
004-001	8118506	0
004-001	8181855	1
004-001	8124281	1
004-001	8183636	1
004-001	8106389	1
004-001	8183075	0
004-001	8115772	0
004-001	8144055	1
004-001	8182990	0
004-001	8118819	1
004-001	8125958	0
004-001	8121751	1
004-001	8181341	0
004-001	8130624	1
004-001	8182039	1
004-001	8182490	1
004-001	8115561	0
004-001	8130448	1
004-001	8126209	1
004-001	8107848	1
004-001	8052591	0
004-001	8051096	0
004-001	8181636	0
004-001	8041855	1
004-001	8038131	0
004-001	8130627	1
004-001	8045353	0
004-001	8118781	1
004-001	8184432	0
004-001	8131206	1
004-001	8045369	1
004-001	8032697	1
004-002	8126799	1
004-002	8117126	2
004-002	8118264	0
004-002	8130680	1
004-002	8121283	0
004-002	8035999	1
004-002	8044957	1
004-002	8183328	1
004-002	8130574	1
004-002	8106122	1
004-002	8045322	1
004-002	8130253	1
004-002	8145865	2
004-002	8111379	1
004-002	8105705	1
004-002	8118506	1
004-002	8192663	2
004-002	8135951	1
004-002	8131206	1
004-002	8115772	0
004-002	8116999	1
004-002	8140737	1
004-002	8106389	1
004-002	8139639	1
004-002	8183636	1
004-002	8182990	0
004-002	8182490	1
004-002	8118819	1
004-002	8126209	1
004-002	8125958	1
004-002	8121751	1
004-002	8181341	0
004-002	8182039	2
004-002	8130624	1
004-002	8144055	1
004-002	8107848	1
004-002	8123293	0
004-002	8115561	0
004-002	8045353	1
004-002	8045369	1
004-002	8051096	0
004-002	8041855	1
004-002	8038131	0
004-002	8118781	1
004-002	8184260	1
004-002	8052591	0
004-002	8181855	1
004-002	8143870	1
004-002	8187763	0
004-002	8124281	1
005-000	8113606	2
005-000	8032212	2
005-000	8120383	0
005-000	8113946	1
005-000	8050468	2
005-000	8183200	1
005-000	8134015	1
005-000	8189045	0
005-000	8166337	2
005-000	8032303	1
005-000	8049590	0
005-000	8108232	2
005-000	8123925	1
005-000	8033535	2
005-000	8120694	0
005-000	8142096	0
005-000	8142061	0
005-000	8191530	0
005-000	8051593	2
005-000	8145625	0
005-000	8112017	0
005-000	8119406	0
005-000	8111093	0
005-000	8135271	0
005-000	8182185	0
005-000	8121655	1
005-000	8126077	2
005-000	8033550	0
005-000	8051592	0
005-000	8133512	0
005-000	8134472	0
005-000	8137235	0
005-000	8039305	0
005-000	8032168	0
005-000	8181841	0
005-000	8181707	0
005-000	8126970	0
005-000	8135442	0
005-000	8042312	2
005-000	8115984	0
005-000	8043267	0
005-000	8122949	1
005-000	8032979	0
005-000	8032708	1
005-000	8181221	0
005-000	8135413	0
005-000	8128860	0
005-000	8032980	1
005-000	8147261	0
005-000	8190601	1
005-001	8113606	1
005-001	8113946	1
005-001	8050468	0
005-001	8120383	0
005-001	8183200	1
005-001	8049590	2
005-001	8189045	0
005-001	8032212	1
005-001	8134015	1
005-001	8123925	1
005-001	8108232	1
005-001	8032303	1
005-001	8142061	1
005-001	8033535	1
005-001	8120694	0
005-001	8142096	1
005-001	8051593	1
005-001	8145625	0
005-001	8137235	0
005-001	8166337	0
005-001	8111093	0
005-001	8135413	0
005-001	8119406	0
005-001	8112017	0
005-001	8184310	0
005-001	8125210	1
005-001	8145366	0
005-001	8121655	1
005-001	8032338	0
005-001	8032168	0
005-001	8135442	0
005-001	8033550	0
005-001	8122949	1
005-001	8032708	0
005-001	8130321	0
005-001	8039305	0
005-001	8182902	0
005-001	8181841	0
005-001	8119753	0
005-001	8112618	0
005-001	8151482	0
005-001	8182133	0
005-001	8190601	0
005-001	8129694	0
005-001	8043267	0
005-001	8052621	0
005-001	8191530	0
005-001	8048071	0
005-001	8044957	0
005-001	8181221	0
005-002	8113606	1
005-002	8120383	0
005-002	8044957	0
005-002	8189045	0
005-002	8113946	0
005-002	8050468	0
005-002	8183200	0
005-002	8134015	0
005-002	8033535	2
005-002	8032303	2
005-002	8045326	0
005-002	8123925	2
005-002	8032212	2
005-002	8142061	2
005-002	8108232	2
005-002	8049590	0
005-002	8142096	0
005-002	8120694	0
005-002	8115772	0
005-002	8113004	0
005-002	8051593	1
005-002	8126781	0
005-002	8111093	0
005-002	8112017	0
005-002	8166337	0
005-002	8121655	0
005-002	8051725	0
005-002	8033550	0
005-002	8181098	0
005-002	8133512	0
005-002	8137235	0
005-002	8130448	0
005-002	8127724	0
005-002	8032168	0
005-002	8052591	0
005-002	8115984	0
005-002	8119753	0
005-002	8183251	0
005-002	8046377	0
005-002	8138455	0
005-002	8113783	0
005-002	8145625	0
005-002	8045294	0
005-002	8043267	0
005-002	8046209	0
005-002	8119406	0
005-002	8180890	0
005-002	8107051	0
005-002	8181636	0
005-002	8106653	0
006-000	8158849	1
006-000	8147623	1
006-000	8040969	0
006-000	8040980	0
006-000	8149764	1
006-000	8164613	1
006-000	8040977	1
006-000	8186556	1
006-000	8040970	1
006-000	8040974	1
006-000	8124539	1
006-000	8167147	0
006-000	8166602	1
006-000	8150559	2
006-000	8164020	1
006-000	8167859	1
006-000	8033395	1
006-000	8167411	1
006-000	8129066	0
006-000	8192095	1
006-000	8040971	1
006-000	8043290	1
006-000	8168511	1
006-000	8147422	1
006-000	8160295	1
006-000	8153554	1
006-000	8149748	0
006-000	8184733	1
006-000	8125089	0
006-000	8138344	1
006-000	8035701	1
006-000	8125163	0
006-000	8111103	1
006-000	8052821	1
006-000	8043280	0
006-000	8040976	1
006-000	8037729	0
006-000	8138224	1
006-000	8168298	1
006-000	8134874	0
006-000	8149005	1
006-000	8162033	1
006-000	8037857	0
006-000	8132958	0
006-000	8113472	0
006-000	8111112	0
006-000	8159071	1
006-000	8189699	1
006-000	8132741	0
006-000	8133396	0
006-001	8158849	1
006-001	8040969	1
006-001	8040980	1
006-001	8147623	1
006-001	8040977	1
006-001	8164613	1
006-001	8160295	0
006-001	8149764	1
006-001	8186556	1
006-001	8040970	1
006-001	8124539	1
006-001	8129066	0
006-001	8166602	1
006-001	8040974	1
006-001	8167147	0
006-001	8054232	1
006-001	8192095	1
006-001	8188508	1
006-001	8189699	1
006-001	8167859	1
006-001	8040971	1
006-001	8191699	2
006-001	8040976	1
006-001	8168511	1
006-001	8166693	0
006-001	8153554	1
006-001	8147422	1
006-001	8165112	1
006-001	8113959	0
006-001	8125089	0
006-001	8138344	1
006-001	8043280	0
006-001	8035701	1
006-001	8134874	0
006-001	8162033	1
006-001	8162068	2
006-001	8242395	0
006-001	8132040	0
006-001	8241987	0
006-001	8132741	0
006-001	8159071	1
006-001	8113472	0
006-001	8164752	0
006-001	8116817	0
006-001	8116696	0
006-001	8111103	1
006-001	8043555	0
006-001	8033395	1
006-001	8166846	1
006-001	8040997	1
006-002	8158849	1
006-002	8040969	1
006-002	8147623	1
006-002	8040980	1
006-002	8040977	1
006-002	8164613	1
006-002	8149764	1
006-002	8040970	1
006-002	8186556	1
006-002	8124539	1
006-002	8129066	0
006-002	8167147	0
006-002	8166602	1
006-002	8040974	1
006-002	8189699	1
006-002	8033395	1
006-002	8054232	1
006-002	8111103	1
006-002	8168511	1
006-002	8033759	1
006-002	8040976	1
006-002	8192095	1
006-002	8040971	1
006-002	8188508	0
006-002	8167859	1
006-002	8147422	1
006-002	8153554	1
006-002	8138344	1
006-002	8125089	0
006-002	8035701	1
006-002	8125163	0
006-002	8113959	0
006-002	8050849	0
006-002	8052821	1
006-002	8043280	0
006-002	8153060	0
006-002	8149005	1
006-002	8162033	1
006-002	8162068	0
006-002	8146602	0
006-002	8043555	0
006-002	8113472	0
006-002	8160295	0
006-002	8159071	1
006-002	8132741	0
006-002	8198113	0
006-002	8116817	0
006-002	8166846	0
006-002	8040997	1
006-002	8138219	0
007-000	8191699	2
007-000	8133836	0
007-000	8033543	0
007-000	8033538	2
007-000	8160295	1
007-000	8142296	2
007-000	8134224	2
007-000	8033544	0
007-000	8136205	2
007-000	8142449	1
007-000	8115285	2
007-000	8044097	2
007-000	8110276	0
007-000	8134742	1
007-000	8111743	2
007-000	8127842	1
007-000	8132567	2
007-000	8242395	2
007-000	8134968	0
007-000	8136147	2
007-000	8242694	2
007-000	8130970	2
007-000	8137734	0
007-000	8132774	0
007-000	8124971	1
007-000	8033547	2
007-000	8126356	0
007-000	8241987	0
007-000	8121669	0
007-000	8133182	1
007-000	8109567	1
007-000	8105950	1
007-000	8137166	0
007-000	8152787	0
007-000	8153111	0
007-000	8161260	0
007-000	8107598	0
007-000	8162068	1
007-000	8115833	0
007-000	8132790	0
007-000	8129770	0
007-000	8135697	0
007-000	8118887	0
007-000	8109577	2
007-000	8130652	0
007-000	8136034	1
007-000	8037932	0
007-000	8161279	1
007-000	8037755	0
007-000	8046403	1
007-001	8133836	1
007-001	8191699	2
007-001	8033538	2
007-001	8160295	1
007-001	8142449	1
007-001	8033544	0
007-001	8142296	2
007-001	8033543	2
007-001	8134224	1
007-001	8110276	1
007-001	8151482	0
007-001	8163574	0
007-001	8132567	2
007-001	8242395	2
007-001	8127842	1
007-001	8134742	1
007-001	8136205	1
007-001	8044097	1
007-001	8032672	0
007-001	8134968	0
007-001	8109577	1
007-001	8115285	2
007-001	8136147	2
007-001	8140103	0
007-001	8162068	0
007-001	8033547	2
007-001	8126356	0
007-001	8127677	0
007-001	8241987	1
007-001	8121669	1
007-001	8133182	2
007-001	8109567	1
007-001	8033546	1
007-001	8146602	0
007-001	8105950	1
007-001	8048582	0
007-001	8137470	0
007-001	8137166	0
007-001	8124064	0
007-001	8152787	0
007-001	8153111	0
007-001	8129748	0
007-001	8107598	2
007-001	8121909	0
007-001	8131448	0
007-001	8115833	0
007-001	8168026	0
007-001	8134609	0
007-001	8136197	2
007-001	8132790	0
007-002	8191699	2
007-002	8133836	2
007-002	8160295	2
007-002	8033538	2
007-002	8142449	2
007-002	8044097	2
007-002	8136205	2
007-002	8242395	2
007-002	8134968	1
007-002	8134224	2
007-002	8127842	0
007-002	8033544	0
007-002	8142296	2
007-002	8033543	0
007-002	8132567	2
007-002	8134742	2
007-002	8109577	2
007-002	8162068	1
007-002	8136147	2
007-002	8110276	0
007-002	8115285	1
007-002	8046403	0
007-002	8164752	0
007-002	8136197	2
007-002	8129186	2
007-002	8033547	2
007-002	8126356	1
007-002	8241987	0
007-002	8121669	2
007-002	8109567	1
007-002	8105950	2
007-002	8133182	2
007-002	8242006	0
007-002	8112320	0
007-002	8117910	0
007-002	8124064	0
007-002	8137166	0
007-002	8242538	1
007-002	8112771	2
007-002	8133953	1
007-002	8152787	0
007-002	8107598	1
007-002	8166693	0
007-002	8153111	0
007-002	8151482	0
007-002	8052296	0
007-002	8032672	0
007-002	8039857	1
007-002	8163574	0
007-002	8118887	0
008-000	8180989	2
008-000	8145104	2
008-000	8138696	2
008-000	8183166	2
008-000	8181901	2
008-000	8107128	2
008-000	8117007	2
008-000	8120424	2
008-000	8181617	0
008-000	8127278	2
008-000	8045462	2
008-000	8114038	1
008-000	8116270	2
008-000	8141303	2
008-000	8046225	2
008-000	8107467	0
008-000	8046183	2
008-000	8182393	2
008-000	8140768	2
008-000	8184268	0
008-000	8144230	2
008-000	8183323	1
008-000	8046338	2
008-000	8162337	1
008-000	8125996	2
008-000	8119267	2
008-000	8181934	2
008-000	8124682	2
008-000	8181302	2
008-000	8183911	1
008-000	8117826	1
008-000	8112813	2
008-000	8122060	0
008-000	8184080	2
008-000	8128330	1
008-000	8121300	2
008-000	8181081	2
008-000	8110087	1
008-000	8145447	2
008-000	8114907	2
008-000	8182911	2
008-000	8113659	2
008-000	8183746	2
008-000	8124624	2
008-000	8113350	2
008-000	8182853	2
008-000	8118728	0
008-000	8183842	2
008-000	8122465	2
008-000	8053309	2
008-001	8180989	1
008-001	8145104	1
008-001	8117007	1
008-001	8138696	2
008-001	8181901	1
008-001	8183166	1
008-001	8120424	1
008-001	8107128	1
008-001	8181617	1
008-001	8127278	1
008-001	8045462	1
008-001	8116270	1
008-001	8184268	0
008-001	8046225	1
008-001	8114038	1
008-001	8107467	0
008-001	8140768	1
008-001	8182393	1
008-001	8141303	2
008-001	8144230	2
008-001	8184080	1
008-001	8145447	1
008-001	8162337	1
008-001	8046183	1
008-001	8125996	1
008-001	8112813	1
008-001	8124682	1
008-001	8140188	2
008-001	8119267	0
008-001	8183911	1
008-001	8121300	1
008-001	8183323	0
008-001	8182911	1
008-001	8183746	1
008-001	8122060	1
008-001	8127306	0
008-001	8124624	1
008-001	8120490	1
008-001	8128330	1
008-001	8111936	1
008-001	8128452	0
008-001	8181302	0
008-001	8114907	1
008-001	8183842	0
008-001	8129619	0
008-001	8046338	1
008-001	8180861	1
008-001	8045423	1
008-001	8127532	1
008-001	8119383	0
008-002	8180989	1
008-002	8117007	2
008-002	8145104	1
008-002	8138696	2
008-002	8183166	2
008-002	8181901	2
008-002	8107128	1
008-002	8120424	1
008-002	8181617	0
008-002	8045462	0
008-002	8127278	1
008-002	8116270	1
008-002	8184268	0
008-002	8114038	0
008-002	8046225	1
008-002	8107467	0
008-002	8140768	1
008-002	8144230	2
008-002	8141303	2
008-002	8182393	1
008-002	8184080	1
008-002	8046183	1
008-002	8162337	1
008-002	8145447	1
008-002	8046338	1
008-002	8124682	1
008-002	8183323	1
008-002	8112813	1
008-002	8182911	1
008-002	8183746	1
008-002	8183911	1
008-002	8119267	1
008-002	8121300	1
008-002	8124624	1
008-002	8125996	1
008-002	8127306	0
008-002	8120490	1
008-002	8128330	1
008-002	8181302	1
008-002	8181549	1
008-002	8120679	1
008-002	8129619	1
008-002	8128452	1
008-002	8180861	1
008-002	8048513	1
008-002	8140130	1
008-002	8118728	1
008-002	8132775	0
008-002	8114907	1
008-002	8119383	0
009-000	8115956	1
009-000	8134314	1
009-000	8119611	1
009-000	8146404	0
009-000	8182153	2
009-000	8241894	2
009-000	8033367	0
009-000	8111612	1
009-000	8136407	1
009-000	8133152	1
009-000	8135845	0
009-000	8119029	1
009-000	8135037	1
009-000	8032397	1
009-000	8140460	1
009-000	8121507	1
009-000	8031989	1
009-000	8131029	2
009-000	8183940	1
009-000	8046593	2
009-000	8131144	1
009-000	8134178	1
009-000	8132799	1
009-000	8183154	2
009-000	8046594	0
009-000	8183339	0
009-000	8136199	0
009-000	8118082	1
009-000	8134502	0
009-000	8134161	0
009-000	8135224	0
009-000	8135567	0
009-000	8118348	0
009-000	8131282	1
009-000	8130195	1
009-000	8117620	1
009-000	8119886	0
009-000	8134062	0
009-000	8121118	0
009-000	8145598	0
009-000	8039305	0
009-000	8133501	0
009-000	8033466	0
009-000	8143762	1
009-000	8138620	0
009-000	8118061	0
009-000	8145497	1
